text,Label
 We are the dictators and that's how we keep it running smoothly,0
" And I'll just remind everybody, this is the room where you meet Palestinians and Israelis who show up with very different perspectives, histories, narratives and visions for the future",0
" People have been waiting for hours to participate in this conversation, but we would also like to focus specifically on Palestinian and Israeli narratives and specifically personal narratives and lived experiences",0
" So who is next in line? We would like to hear from you, please",0
" Uh when I was a kid, um soldiers, Israeli soldiers, it just went at our house a To check like just a random house, there's nothing but me and my uh my brother when I was like 10 or 11 years old and they told us just to go out and uh to the wall and both brought a gun into my head and now I'm not afraid, but I was like thinking um I'm a kid, I'm gonna I'm 10 years old",0
 So I think if if if they took in orders for not doing that um it would be good and uh something like we lied to accept that Israel is uh estate is existing,0
" Um That's very heartbreaking to hear, and I also want to say that yeah, b we are scared",0
 You are being drafted to perpetuate this human rights atrocities and as you shouldn't be so levelheaded applique,0
" But we will take it step by step because the people of Gaza and the people of the West Bank, they need a better reality today and not in a in the utopia, beautiful world of the future",0
" Anybody has anybody has some hold on Andrea finished, anybody has stuff as the state, write it down and then hopefully you can contain it in your memory",0
 So it went from like 8% up to like 50 maybe 30% 30 50% by late 1940s,0
" Um, I don't want to get the partition plan, but just look up the partition plan",0
" And so basically what happens is uh, on college campuses, their demonstrations and people are learning about this and passing information around",0
" And so now we're coming to this reckoning point and uh, I'm done speaking Cool, cool",0
" We actually had Sam Sam and then after Sam Sam, we have Hamid and then after Hamid, we have urine",0
" So Sam sam, if you're here and you're ready, you can go ahead and speak",0
" Um, and they've lived in peace um, since forever, like before designers, colonizers can't Palestine",0
" Um, I would say that's comparable to the european settler to colonize America um, and estimate sleek lines",0
" Um So yeah, it's not like a simple thing for it's not a war",0
 Is a country that labels Hamas a terrorist organization and I'm not saying they are aren't,0
 In my opinion has absolutely no right to label anyone or anything a terrorist organization,0
 I mean this is the same country that label nelson Mandela a terrorist available Malcolm X terrorist,0
 Also Hamas um like it was mentioned earlier was established in 1987,0
" And Palestinians have been oppressed since 1948 or even before that um when the Israeli colonizers came from europe and still the land, so that's 39 years of zero accountability",0
" Um it's either you're without prosper, you're with the president and that's why I take them out, appreciate that same, same, keep pushing",0
" Uh I I lived in the earth for two years, I did my masters degree there, I think I saw Palestinians and Israelis there",0
 And also I am like I've worked in West Bank as a voluntary worker,0
" This thing is going on for like 74 years, first of all didn't have running water",0
 Second of all this school for example was 15 minutes away from their place and some of them had to go through two hours or three hours like ways to get to school because they have to go through a lot of checkpoints or whatever,0
 Uh There are a lot of incidents happening in their camp,0
" Like I remember I was I walked in their camp and one of them, there was a photo of someone up there like they just put a photo of like a 14 year old kid and I just asked uh this elderly guy that what's happened to this kid and they were like yeah they were protesting and one of them like like a 14 year old kid to to Iraq at these I don't know, occupation forces or whatever and they snapped him down",0
" I don't want like I don't want to like uh I don't want people to believe me or don't believe me, but I'm just trying to say what I saw and uh like in general uh they were like they have our story, we can always change",0
 And so that left a profound impact on on me tonight and that's what I wanted to share,0
" Um, he just is quiet, we're not saying anything and I don't care about the politics",0
 I just wanted to say that this is actually happening in daily basis to people,0
 They don't have pretty much any primitive thing you could think of like they should walk for for like hours to get some water,0
" Like settlers who are living in West Bank, they have access to 70% of the queen water which is there",0
" And I don't know like read for yourself, educate yourself and remember not taking side is taking is taking the side of officer",0
 So and it's quite clear who is the officer here? So whatever I'm done speaking who who up next coach Marine I believe,0
 Um the argument by um for is that um zionists always bring to the table is obviously Hamas,0
" So I wanted to just um talk about it for a second and again, what we always say, they always use Hamas as pretext",0
" Okay, and the thing is, Israel does not target just Hamas Children, women, innocent civilians are always the one who pay the price",0
" And again, Hamas is the symptom, As someone mentioned, they were founded in the 1980s after decades of genocide and of course there are the result of the occupation",0
" Again, great example nelson Mandela, that is the best example possible because he was also seen as a terrorist when these people, what they're doing is called resistance and now what Andrea she just left what Andrea said, which is so problematic, the fact that they always try to use one incident or a couple incidents to um you get to that victim victimhood that they love and adore so much and always go back to they love being victims",0
" So yes, those cases, those small incidents that have been one in new york new york, even though it has been proven that it was a provocation, we must know that these people, the Palestinians, they have been oppressed for so long",0
" That doesn't justify anything still, but at the same time only if your country doesn't commit any kind of human violation human rights, but and in the air is is going to be the challenge especially now with when things start to calm down",0
 Um I don't think that the the government of Israel expected this to happen,0
" They've been doing things like this um for years, it's not really that different, it's not substantively that different except that it was Aqsa on the 27th night of Ramadan and you know, they've all they've been consistently pushing the limits of how they interact with the Aqsa compound digging underneath it for the for several years, marching around every Ramadan",0
" I mean it's kind of when I saw it, I didn't think that this would happen, I was sad about it, but I was sad about it in the same way that I mean this happens every year and it gets worse and I've been, you know, there's nothing that we can do that substantively different",0
But the response this ime around has been changed and has everything to do with the people that have been building coalitions with Black Lives Matter,0
"all jews and Israelis should leave Palestine, it should be Palestinian and for Palestinians and they should all come home and live happily ever after.",1
"kill all the Jews, there's nothing to do with anything.",1
"the jews are living under the Palestinians, whether equal rights or not.",1
it's all ours and Israel should be demolished.,1
Muslims across the world and spreading false narrative.,1
Israel is this demonic nation that is suiting up to kill Palestinian Children,1
"the american jews, they don't understand nuance as much whatever",1
they were unjust Muslims live in spain For almost 950 years.,1
"we're gonna bring also crusaders, mascaras to Muslims and other nations.",1
we were standing on a grassy area because the Palestinian area was very full of people.,1
a fanatic muslim regime who is neglecting destroying a country and a nation.,1
You are nothing but a Palestinian here. Which I thought it sounded very derogatory even at 10 years old.,1
we're gonna crush Israel in this war and they won't exist anymore and then and then you can come back and reclaim your homes.,1
"do you support Israel's right to exist? So, um that doesn't seem to me like a reasonable question.",1
"I would just propose that Arabs sorry, Palestinians who are citizens of Israel uh they are second class citizens.",1
"Israel is a nation for jews only, it's not a nation for all people.",1
I do not understand muslim tradition at all.,1
"I don't understand why the Israeli people, we can't hear you, you're cutting off.",1
"Israel built the wall, the Israeli settlers brought those wild pigs.",1
Hamas in Palestine we can't uh we can't get rid of them,1
no jews or dogs allowed and jews weren't allowed to join clubs.,1
"when Palestinians are given freedom and more rights, that suddenly it's going to be chaos and there's gonna be a lot of violence.",1
we want to end Israel or a kick Israel is out or any of that.,1
"Well look how the Arabs treat each other, how they treat their women as if kind of saying.",1
this is. a Israelis against arab issue where one is nice to women and one is not,1
I actually noticed misogyny and sexism was when I moved to the US to attend college.,1
"many Israelis I spoke with had no idea and no, even smart people that I know and appreciate on professional level, had no idea that the Palestinians have any merit.",1
"There was no Holocaust actually, even that will create this need for the Jews to move, to move to Palestine.",1
we're not allowing Muslims to pray.,1
So I just wanted to know if this kind of proposal for resettlement of Palestinian refugees for their complete human needs um to be met in Canada is an option that the Palestinians would consider.,1
don't link Israel to Judaism. It is miserable.,1
Some of my best enemies are Muslims.,1
I mean we get a lot of hate from so many Muslims,1
"I will take my Palestinian brothers and sisters and tell them well I'll relocate you to Pakistan to wherever Saudi Arabia where where I could, you know and take care of you.",1
"it became very clear to me that obviously the Palestinian people are not quote unquote, like war hungry, right?",1
"I would like to terrorize to rise the Palestinians, people dominate, dominate vanquish.",1
everybody sympathizes with the plot of jews in the Second World War.,1
in all Palestinians are supporting Hamas or supporting extreme views.,1
"and I know how to deal with Palestinians and I know how to deal with the Israelis. Um for me then your future, there is no peace.",1
"Uh, it was really just about finding the jews homeland because they weren't really wanted in europe.",1
"Israel is a cancer movement, causing causing the jews around the world.",1
Palestinians are not indigenous.,1
these villages deserve to be massacred,1
you know you need to disarm Israel because Israel is the danger in the Middle East,1
"I think Palestinians are oppressed, but let's let's make Israelis feel safe",1
I need to oppose the existence of Israel.,1
"Every child every 17 year old, every 18 year old teenager has to go to indoctrination for two years to do what to hate Palestinians.",1
"Check Palestinians at checkpoints, that's right.",1
"you produce the propaganda and the fucking jewish community to manipulate your ways around things. You know what? That's bullshit. And I'm gonna say this and I'm gonna say it once the land is for the Palestinians, whether you like it or not, you are not the upper hand, you are fucking way below fucking.",1
"You have the whole armies of the world, We don't give a fuck. One of us will take thousands and thousands of people down, right? Because we are the owners of the land.",1
"deal with it because Hamas, that's what's sticking up your ass, they're gonna fuck you up",1
"This sounds very fucking intelligent, idiots, fucking motherfucker. I think I can speak here. No, no, nobody fucking can talk. This is exactly the Israeli way.",1
"I'm sick of putting Palestinians down, you motherfucker, I wish your mom gets raped and your sister and you told her because this is and whoever does get the fuck out of the room.",1
. I heard him say that he is going to go down to a one Palestinian I fucking from his people.,1
I will go down to the poor borders and start shooting their fucking army down and fucking create a war because I'm sick of them saying that there's the superpowers of the world.,1
we've been trying to say for all these years and it's not that we don't like jewish people and all this nonsense.,1
"I've been hearing this a lot tonight basically. Arabs are shit. Israelis have created everything. Even God was created by Israel. Yeah, this is what I wanted to get.",1
"the land is for the Palestinians, whether you like it or not, you are not the upper hand, you are fucking way below fucking.",1
"and by the way, Israel is an ecological disaster.",1
it's really important to understand that the jews were fooled over here and there were brainwashed.,1
"I don't know. Yeah, honey, you know what? I'm very proud that I gave up my american citizenship. I'm proud that I'm back to Jordan.",1
Have you heard of killing Children is justified? Raping woman is justified.,1
"I'll always be tagged as an arab and to be honest, I was sick of that.",1
imagine there's 100 and 20 million Egyptians. Do you know if each one spits on that country that they will drown.,1
We can't allow Palestinians to be thrown into a room to meet people that are so pro Israel and so brainwashed.,1
I'll do nothing but dedicate them for the hatred of Israel and its existence and God is my witness,1
Israel and Zionism is some kind of a colonialist conspiracy,1
I'm not sure if I call myself a Zionist because it's such a tricky thing,1
"I have no honor of being on the stage with Zionist, Especially with somebody in a child killer.",1
"you know as Muslims and Arabs always the terrorists, the bad guys.",1
"it has uh to be aggressive terrorist Palestinian obviously, which it is currently being.",1
some Palestinians don't recognize the fact that um Israel already exists,1
I often have the feeling that um the very existence of the State of Israel is questions and and and that people don't really accept it.,1
"when they see any Palestinian, they think you are Hamas and you are out to kill us and that's why we need to destroy you.",1
"if you're holding in this room and you're you're you're listening to the voices, we're all trying to kill it.",1
one dead jew plus another dead jew equals how many dead Jews.,1
jews don't have a right to go and live in judea and samaria. That is all settlements and under international broke.,1
there should be no jews living in the future Palestinian state,1
Muslims cannot live in an Israeli state.,1
jews and Israelis shut their ears and lose all the value in your testimony that is so powerful,1
Muslims don't have a right to live in Israel,1
oh after 400 years of having slaves and all this and all the things that I don't even want to compare Palestinian because the slave struggle was way worse.,1
they're teaching Children to to haven to kill Palestinians,1
I think you're right that um Palestinians being conflated with terrorists are being completed with terrorists.,1
"jews do not go to the Temple Mount, the only jews that you will see on the Temple Mount will be an extremist",1
Iran does not want peace. Iran still occupying all those countries Iran to still sponsoring terrorism isn't it?,1
a jew is not allowed to go to the Temple Mount because it's such a holy places where the Holy of Holies,1
Israel will disappear one day and any boycotting of Israel just in flames this thought,1
"I don't hate jews to come personally, um I just hate their country.",1
jews can kill and make a lot of vandal in uh doing and then he uh called himself as saving himself,1
I cannot cannot unacceptable to see the jews kill us.,1
so many people that came not understanding anything about what it means to be jewish.,1
we lied to accept that Israel is uh estate is existing,1
we have been inter created a subconsciously programmed in order to have this kind of hate for the Jews.,1
Most jews in Israel are much darker than you and me.,1
"Well we don't want to kill the jews, we just want to kill the Zionist.",1
we oppose a Jewish state in any part of Palestine.,1
"No Palestinian rational Palestinian, not a sellout. Palestinian would ever accept a Jewish state in Palestine.",1
Jews aren't indigenous,1
"jews are not a people, the UN's principle of the right to self determination applies only to colonize people who want to acquire their rights.",1
we talk about refusing a jewish state,1
"it's difficult like when I worked in here for for example, only I heard Arabic in the street, so I cannot understand, it's a bit uh stressful but it's not, I mean it's just like uh yeah it's normal, it's a bit, it's just a little bit strange because I don't understand but like a yeah, I mean once different doesn't mean the audio doesn't suffer.",1
"from the river to the sea, Palestine will be free. That that will be that is a threat.",1
"I think it's a bit difficult for for for for for Israeli Israeli mentality, because I I think the first Israelis, they wanted to get rid of the mentality of the diaspora IQ mentality, right?",1
Israeli mentality is a lot of times they erased all the past and it raised the memory.,1
"let's target all Israeli products, all Israeli institutions.",1
"we've heard is that the founder is essentially, you know, being essentially in is being accused of being anti Semitic, um dismissing fuck Israel.",1
"I 100% believe that there are lots of Palestinians who probably believe that, but there are also people who come in here and say fuck Israel.",1
there should be no Jewish state.,1
"Arabs have lower, lower I. Q. S. Than Jews.",1
This animalistic behavior jews in Israel should be protesting in their own country.,1
"What I first heard as a child was that Arabs were thieves. Arabs were dirty. Arabs which fight you no matter what, although jews were called thieves all the time too.",1
"Arab Israelis, which are really Palestinians are treated like shit, and that's just in Israel",1
The cartoon caricatures showing brown people show Arabs as these dark brown people with aggressive features.,1
there are arab that are that are that are decent people and there are many that aren't.,1
There's a lot of Jewish people that aren't like this especially in America that don't see things racially. But there's a lot of people in Israel where it's casual you know we're the chosen people or genetically superior.,1
But they are really the ones if you look and see most of the people in Israel who are the most racist.,1
"if I walk onto a bus in Israel, I can't sit anywhere near a young man who is Orthodox.",1
"there is racism in so many countries around the world developing and developed countries that to think that, you know, Israel is particularly racist uh, compared to others.",1
we're thinking that you know jews don't have the right to exist.,1
jewish people are being called child killers and colonizer in the U. S.,1
they're just random jews walking on the street and that's exactly the problem.,1
